text_idx,token,nltk_tag,broad_pos,fine_pos,functional_group,vader_score,shap_abs,shap_raw
44,as,RB,adverb,adverb — base,adverb,0.0,0.391499,-0.391499
44,well,RB,adverb,adverb — base,adverb,0.2732,0.401006,0.401006
45,it,PRP,stopword,pronoun — personal,function_word,0.0,0.091487,0.091487
45,offers,VBZ,verb,verb — 3rd person present,verb,0.0,0.498908,-0.498908
45,little,JJ,adjective,adj — base form,adj_neutral,0.0,0.703596,-0.703596
45,beyond,IN,stopword,preposition/subord. conj,function_word,0.0,0.195168,0.195168
45,the,DT,stopword,determiner,function_word,0.0,0.005417,0.005417
45,momentary,JJ,adjective,adj — base form,adj_neutral,0.0,0.008522,0.008522
45,joys,NN,noun,noun — singular,noun,0.4939,0.058288,0.058288
45,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.059633,-0.059633
45,pretty,NN,noun,noun — singular,intensifier,0.4939,0.04552,0.04552
45,and,CC,stopword,coordinating conj,function_word,0.0,0.057819,0.057819
45,weightless,NN,noun,noun — singular,noun,0.0,0.053476,-0.053476
45,intellectual,JJ,adjective,adj — base form,adj_positive,0.5106,0.012201,0.012201
45,entertainment,NN,noun,noun — singular,noun,0.4215,0.050289,0.050289
46,a,DT,stopword,determiner,function_word,0.0,0.203444,-0.203444
46,synthesis,NN,noun,noun — singular,noun,0.0,0.384056,0.384056
46,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.008319,-0.008319
46,cliches,NNS,noun,noun — plural,noun,0.0,0.206766,-0.206766
46,and,CC,stopword,coordinating conj,function_word,0.0,0.032869,0.032869
46,absurdities,NNS,noun,noun — plural,noun,0.0,0.132819,0.132819
46,that,WDT,stopword,wh-determiner,other,0.0,0.191359,-0.191359
46,seems,VBZ,verb,verb — 3rd person present,verb,0.0,0.310505,-0.310505
46,positively,RB,adverb,adverb — base,adverb,0.5267,0.490502,0.490502
46,decadent,JJ,adjective,adj — base form,adj_neutral,0.0,0.553251,0.553251
46,in,IN,stopword,preposition/subord. conj,function_word,0.0,0.08113,-0.08113
46,its,PRP$,stopword,pronoun — possessive,function_word,0.0,0.158569,-0.158569
46,cinematic,JJ,adjective,adj — base form,adj_neutral,0.0,0.003231,0.003231
46,flash,NN,noun,noun — singular,noun,0.0,0.295421,-0.295421
46,and,CC,stopword,coordinating conj,function_word,0.0,0.218149,-0.218149
46,emptiness,NN,noun,noun — singular,noun,-0.4404,0.325444,-0.325444
47,a,DT,stopword,determiner,function_word,0.0,0.005543,0.005543
47,subtle,JJ,adjective,adj — base form,adj_neutral,0.0,0.005507,0.005507
47,and,CC,stopword,coordinating conj,function_word,0.0,0.005565,0.005565
47,well-,NN,noun,noun — singular,noun,0.2732,0.006814,0.006814
47,crafted (,NN,noun,noun — singular,noun,0.0,0.006793,0.006793
47,for,IN,stopword,preposition/subord. conj,function_word,0.0,0.005038,0.005038
47,the,DT,stopword,determiner,function_word,0.0,0.005053,0.005053
47,most,JJS,adjective,adj — superlative,adj_neutral,0.0,0.005285,0.005285
47,part ),NN,noun,noun — singular,noun,0.0,0.005354,0.005354
47,chiller,NN,noun,noun — singular,noun,0.0,0.005365,0.005365
48,has,VBZ,verb,verb — 3rd person present,verb,0.0,0.005019,0.005019
48,a,DT,stopword,determiner,function_word,0.0,0.004932,0.004932
48,lot,NN,noun,noun — singular,noun,0.0,0.004992,0.004992
48,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.004928,0.004928
48,the,DT,stopword,determiner,function_word,0.0,0.005196,0.005196
48,virtues,NNS,noun,noun — plural,noun,0.3612,0.005456,0.005456
48,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.005193,0.005193
48,eastwood,NN,noun,noun — singular,noun,0.0,0.005269,0.005269
48,at,IN,stopword,preposition/subord. conj,function_word,0.0,0.005127,0.005127
48,his,PRP$,stopword,pronoun — possessive,function_word,0.0,0.005112,0.005112
48,best,JJS,adjective,adj — superlative,adj_positive,0.6369,0.005167,0.005167
49,it ',NN,noun,noun — singular,noun,0.0,0.047194,-0.047194
49,s,NN,noun,noun — singular,noun,0.0,0.047145,-0.047145
49,hampered,VBN,verb,verb — past participle,verb,0.0,0.04771,-0.04771
49,by,IN,stopword,preposition/subord. conj,function_word,0.0,0.047499,-0.047499
49,a,DT,stopword,determiner,function_word,0.0,0.047026,-0.047026
49,lifetime-,NN,noun,noun — singular,noun,0.0,0.046932,-0.046932
49,channel,NN,noun,noun — singular,noun,0.0,0.04706,-0.04706
49,kind,NN,noun,noun — singular,noun,0.5267,0.04696,-0.04696
49,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.047094,-0.047094
49,plot,NN,noun,noun — singular,noun,0.0,0.047061,-0.047061
49,and,CC,stopword,coordinating conj,function_word,0.0,0.047026,-0.047026
49,a,DT,stopword,determiner,function_word,0.0,0.047066,-0.047066
49,lead,JJ,adjective,adj — base form,adj_neutral,0.0,0.04702,-0.04702
49,actress,NN,noun,noun — singular,noun,0.0,0.047097,-0.047097
49,who,WP,stopword,wh-pronoun,other,0.0,0.047009,-0.047009
49,is,VBZ,verb,verb — 3rd person present,verb,0.0,0.046947,-0.046947
49,out,IN,stopword,preposition/subord. conj,function_word,0.0,0.047901,-0.047901
49,of,IN,stopword,preposition/subord. conj,function_word,0.0,0.04705,-0.04705
49,her,PRP$,stopword,pronoun — possessive,function_word,0.0,0.046603,-0.046603
49,depth,NN,noun,noun — singular,noun,0.0,0.047079,-0.047079
