model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
distilbert,textfooler,999,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","except it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,0,1,1,1,0.0435,0.9947
distilbert,textfooler,999,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is motivated , especially for aging bums ( this one included ) . ",1,1,0,1,1,2,0.087,0.8084
distilbert,textfooler,999,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie achieves as prodigious an repercussions by withholding these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,3,0.1364,0.8659
distilbert,textfooler,999,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film stable lines when it should peak and is more farted opportunity and paltry than dark , decadent truffle . ",0,0,1,1,1,3,0.1429,0.8552
distilbert,textfooler,999,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's dark and jolting thumbnail have a way of plying into your subconscious like the nightmare you had a week ago that wo n't move out . ,1,1,0,1,1,3,0.1071,0.9086
distilbert,textfooler,999,"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it detainee my interest from start to finish . ",1,1,0,1,1,1,0.0526,0.9283
distilbert,textfooler,999,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's glossy . ",1,1,0,1,1,1,0.0625,0.821
distilbert,textfooler,999,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it filed bystander to a advantageous charitable enterprise and some interesting real people . ",1,1,0,1,1,3,0.1579,0.8549
distilbert,textfooler,999,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and even fascinates us , and he nada decreases the situation to simple melodrama . ",1,1,0,1,1,2,0.0833,0.7234
distilbert,textfooler,999,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and armpit noises accomplished a crucial features . ",0,0,1,1,1,3,0.1071,0.9435
distilbert,textfooler,999,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a irreproachable sleight of hand . ",1,1,0,1,1,1,0.0435,0.9859
distilbert,textfooler,999,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie rarity wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.8505
distilbert,textfooler,999,why make a documentary about these marginal historical figures ? ,why make a wrote about these modest historical fingers ? ,0,0,1,1,1,3,0.3,0.4692
distilbert,pwws,42,it 's a charming and often affecting journey . ,it 's a tempt and often sham journey . ,1,1,0,1,1,2,0.2222,0.4791
distilbert,pwws,42,unflinchingly bleak and desperate ,unflinchingly bleak and heroic ,0,0,1,1,1,1,0.25,0.6684
distilbert,pwws,42,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,allows us to hope that nolan is self-collected to embark a major career as a commercial however inventive filmmaker . ,1,1,0,1,1,2,0.1,0.9265
distilbert,pwws,42,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all dumbfounding given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.7818
distilbert,pwws,42,"it 's slow -- very , very slow . ","it 's behind -- very , very easy . ",0,0,1,1,1,2,0.2222,0.423
distilbert,pwws,42,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with humor and a few fanciful touches , the film is a refreshingly severe wait at young women . ",1,1,0,1,1,2,0.0952,0.8613
distilbert,pwws,42,a sometimes tedious film . ,a sometimes windy flick . ,0,0,0,1,0,2,0.4,0.4086
distilbert,pwws,42,or doing last year 's taxes with your ex-wife . ,or doing utmost year 's task with your ex-wife . ,0,0,1,1,1,2,0.2,0.763
distilbert,pwws,42,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to apprise the film 's easygoing blend of clowning and romance . ,1,1,0,1,1,2,0.1,0.87
distilbert,pwws,42,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 minutes , most of which transcend as slowly as if i 'd been sitting naked on an igloo , rule 51 drop from kinky to jerky to perfect joker . ",0,0,1,1,1,6,0.1818,0.6912
distilbert,pwws,42,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing performances of the leads prevent the film grounded and prevent the audience riveted . ,1,1,0,1,1,2,0.125,0.832
distilbert,pwws,42,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it bring a strange kind of laziness to ravage the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,2,0.0667,0.9452
distilbert,pwws,42,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the film support from a want of mood ( something needed to balance out the violence ) ... ,0,0,1,1,1,3,0.1579,0.7435
distilbert,pwws,42,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we root for ( clara and paul ) , even similar them , though perhaps it 's an emotion closer to pity . ",1,1,0,1,1,1,0.0435,0.9659
distilbert,pwws,42,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not notice what they 're seeking with trouble every day ; the movie want both thrills and humor . ,0,0,1,1,1,2,0.08,0.9229
distilbert,pwws,42,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , ebullient melodic from Bharat that delicately immingle medicine , terpsichore , call , and eminent play . ",1,1,1,1,0,10,0.5,0.6446
distilbert,pwws,42,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are crude and will strickle a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,2,0.1111,0.8866
distilbert,pwws,42,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that overstate her outrageous charm , and in this literate french comedy , she 's as morning-glory excessive as she was in amélie . ",1,1,0,1,1,2,0.0625,0.9551
distilbert,pwws,42,... the movie is just a plain old monster . ,... the movie is just a plain erstwhile monster . ,0,0,1,1,1,1,0.1,0.8772
distilbert,pwws,42,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its honest moments , resembles a forged richly school production of grease , without benefit of song . ",0,0,1,1,1,3,0.1579,0.8553
distilbert,pwws,42,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an odd tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9956
distilbert,pwws,42,the iditarod lasts for days - this just felt like it did . ,the iditarod live for days - this just felt like it did . ,0,0,1,1,1,1,0.0769,0.881
distilbert,pwws,42,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a toothsome and connive thriller meet with surprisal , scan my mouth is an archetype . ",1,1,0,1,1,7,0.4375,0.641
distilbert,pwws,42,seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so closely pit the spirit of a man and his work . ,1,1,0,1,1,1,0.0625,0.9626
distilbert,pwws,42,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly unsettled what 's going to make people laugh , move the gamut from moth-eaten parody to raunchy sex gags to formula romantic comedy . ",0,0,1,1,1,3,0.1111,0.9633
distilbert,pwws,42,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the accomplish exchange between past and nowadays , but the real relate is too slight to mainstay the excited connectedness that spirit to sweep a 125-year watershed . ",0,0,1,1,1,12,0.4286,0.5494
distilbert,pwws,42,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat plow that pokes fun at the democratic exercise while also test its significance for those who take part . ,1,1,0,1,1,2,0.087,0.9289
distilbert,pwws,42,"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter flick , a cut-and-paste caper . ",0,0,0,1,0,2,0.2,0.8024
distilbert,pwws,42,i had to look away - this was god awful . ,i had to look away - this was god amazing . ,0,0,1,1,1,1,0.0909,0.7845
distilbert,pwws,42,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is unmatched of the most obligate fluctuation on in the company of manpower . ",1,1,0,1,1,4,0.1429,0.7482
distilbert,pwws,42,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' rather provokes a handful of unintentional howlers and numerous yawns . ",0,0,1,1,1,1,0.04,0.9909
distilbert,pwws,42,"a gorgeous , witty , seductive movie . ","a gorgeous , witty , seductive pic . ",1,1,1,1,0,1,0.125,0.8404
distilbert,pwws,42,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-aware to draw you deeply into its world . ",0,0,1,1,1,1,0.0303,0.9711
distilbert,pwws,42,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't conceive in itself , it has no sentience of temper ... it 's just spare bore . ",0,0,0,1,0,5,0.25,0.5357
distilbert,pwws,42,a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of laughable blast - 'em - up scenes . ,0,0,1,1,1,2,0.1818,0.8007
distilbert,pwws,42,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic test recommendation enough . ",1,1,0,1,1,1,0.0385,0.932
distilbert,pwws,42,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is light on the thrills the oversize medium demands . ",0,0,1,1,1,1,0.037,0.9661
distilbert,pwws,42,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelm . ",1,1,0,1,1,1,0.0435,0.9127
distilbert,pwws,42,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is warmly sham and so is this adroitly minimalist movie . ",1,1,0,1,1,1,0.0625,0.9564
distilbert,pwws,42,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... awful push from the casting , a sense of merriment and excitement that seems appropriate . ",1,1,0,1,1,4,0.2105,0.7073
distilbert,pwws,42,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illume documentary overstep our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,0,1,1,2,0.0952,0.9119
distilbert,pwws,42,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it ne'er loses touch with the reality of the grim situation . ,1,1,0,1,1,1,0.0476,0.7438
distilbert,pwws,42,holm ... embodies the character with an effortlessly regal charisma . ,holm ... substantiate the grapheme with an effortlessly purple charisma . ,1,1,1,1,0,3,0.2727,0.5436
distilbert,pwws,42,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the indolent people behind the camera as well . ",0,0,1,1,1,1,0.0526,0.6481
distilbert,pwws,42,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers picayune beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,1,1,1,0.0714,0.9117
distilbert,pwws,42,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and vacancy . ,0,0,1,1,1,1,0.0588,0.9569
distilbert,pwws,42,a subtle and well-crafted ( for the most part ) chiller . ,a insidious and well-crafted ( for the most disunite ) hair-raiser . ,1,1,1,1,0,3,0.25,0.49
distilbert,pwws,42,has a lot of the virtues of eastwood at his best . ,has a mess of the virtues of eastwood at his best . ,1,1,0,1,1,1,0.0833,0.9204
distilbert,pwws,42,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's hamper by a lifetime-channel variety of game and a contribute actress who is out of her profoundness . ,0,0,1,1,1,5,0.25,0.6738
distilbert,pwws,42,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it spirit like an after-school especial gussied up with some fancy exceptional effects , and watching its rote plot points connect is about as energize as gazing at an egg timer for 93 minutes . ",0,0,1,1,1,4,0.1143,0.9042
distilbert,pwws,42,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most split , director anne-sophie birot 's low feature is a sore , inordinately well-acted play . ",1,1,1,1,0,5,0.2632,0.7457
distilbert,pwws,42,"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very archetype artist in his metier , and what sentence is it there ? ",1,1,0,1,1,3,0.1667,0.724
distilbert,pwws,42,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an rent search at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,2,0.1429,0.8722
distilbert,pwws,42,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so destitute of any tolerant of intelligible history that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,3,0.1429,0.778
distilbert,pwws,42,"a tender , heartfelt family drama . ","a sore , heartfelt phratry drama . ",1,1,0,1,1,2,0.2857,0.7424
distilbert,pwws,42,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a vacuous laugh told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engross it . ,0,0,1,1,1,3,0.1364,0.8482
distilbert,pwws,42,the cold turkey would 've been a far better title . ,the cold joker would 've been a far skillful style . ,0,0,1,1,1,3,0.2727,0.5655
distilbert,pwws,42,manages to be both repulsively sadistic and mundane . ,manages to be both repulsively sadistic and everyday . ,0,0,1,1,1,1,0.1111,0.9171
distilbert,pwws,42,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character contemplate , but never does more than scratch the surface . ",0,0,1,1,1,1,0.0312,0.9573
distilbert,pwws,42,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a tarradiddle of deuce misfits who do n't support a probability unequaled , but unitedly they are brilliant . ",1,1,1,1,0,7,0.3333,0.416
distilbert,pwws,42,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to chance some sweetener on which to hang his persistently useless movies , and it power as well be the resuscitation of the middle-aged character . ",0,0,1,1,1,3,0.1071,0.8041
distilbert,pwws,42,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive force of this film seems to burble up from the vast collective memory of the combatants . ,1,1,0,1,1,1,0.0526,0.9484
distilbert,pwws,42,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a ill-use in the flop direction , with its blend of frankness , civility and compassion . ",1,1,0,1,1,2,0.0769,0.8746
distilbert,pwws,42,you wonder why enough was n't just a music video rather than a full-length movie . ,you admiration why adequate was n't just a music picture sooner than a full-length film . ,0,0,1,1,1,5,0.3125,0.7959
distilbert,pwws,42,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're hard up for raunchy college humor , this is your ticket flop here . ",1,1,0,1,1,1,0.0588,0.9296
distilbert,pwws,42,"a fast , funny , highly enjoyable movie . ","a degraded , funny , highly gratifying movie . ",1,1,0,1,1,2,0.2222,0.6611
distilbert,pwws,42,good old-fashioned slash-and-hack is back ! ,commodity old-fashioned slash-and-hack is back ! ,1,1,0,1,1,1,0.1667,0.8166
distilbert,pwws,42,"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to jump , even for horror movie fanatics . ",0,0,1,1,1,1,0.0714,0.6574
distilbert,pwws,42,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou ne'er really builds up a head of emotional steam . ",0,0,1,1,1,1,0.037,0.8932
distilbert,pwws,42,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and dialogue , this bedroom drama is toppingly pretend by the deeply invoke old-timer redolence and the shuddery but quite homo berling . ",1,1,0,1,1,8,0.2857,0.7054
distilbert,pwws,42,uses high comedy to evoke surprising poignance . ,habit mellow drollery to evoke storm poignance . ,1,1,0,1,1,4,0.5,0.4933
distilbert,pwws,42,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long sentence , easily rivaling blair witch or the others . ",1,1,0,1,1,1,0.0417,0.953
distilbert,pwws,42,a string of rehashed sight gags based in insipid vulgarity . ,a draw of rehashed plenty laugh based in insipid vulgarity . ,0,0,1,1,1,3,0.2727,0.7132
distilbert,pwws,42,among the year 's most intriguing explorations of alientation . ,among the class 's most scheme explorations of alientation . ,1,1,1,1,0,2,0.2,0.7797
distilbert,pwws,42,the movie fails to live up to the sum of its parts . ,the movie break to live up to the sum of its parts . ,0,0,1,1,1,1,0.0769,0.6134
distilbert,pwws,42,the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a gloat of gentility that earns its moments of pity . ,1,1,0,1,1,2,0.125,0.7002
distilbert,pwws,42,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is unspoilt sufficiency and will likely be apprehended most by sailors and folks who know their way around a submarine . ",1,1,0,1,1,3,0.0968,0.9096
distilbert,pwws,42,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a cultivate wrack of an action film -- a stupefying essay by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,1,1,1,3,0.0682,0.8545
distilbert,pwws,42,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a self-colored performance by arliss howard . ,1,1,0,1,1,1,0.0556,0.914
distilbert,pwws,42,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","jet power deprivation to flow onto that ski cloak , as robbery whitethorn be the only room to yield for his future fancy . ",0,0,0,1,0,10,0.4167,0.5854
distilbert,pwws,42,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass man when even killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9496
distilbert,pwws,42,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","though it 's become almost redundant to say so , major kudos fail to leigh for actually casting people who look working-class . ",1,1,0,1,1,1,0.0435,0.9229
distilbert,pwws,42,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's courage in the face of official repression is instigate , especially for aging hippies ( this one included ) . ",1,1,0,1,1,1,0.0435,0.8886
distilbert,pwws,42,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie achieves as expectant an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,1,0.0455,0.9629
distilbert,pwws,42,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film level lines when it should peak and is more escape opportunity and trifle than dark , decadent truffle . ",0,0,1,1,1,2,0.0952,0.8588
distilbert,pwws,42,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's disconsolate and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't fit away . ,1,1,0,1,1,2,0.0714,0.9384
distilbert,pwws,42,"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my worry from start to finish . ",1,1,0,1,1,1,0.0526,0.8577
distilbert,pwws,42,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its stigmatise it 's brainy . ",1,1,0,1,1,2,0.125,0.6478
distilbert,pwws,42,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it inclose viewers to a good charitable enterprise and some interesting real people . ",1,1,0,1,1,1,0.0526,0.937
distilbert,pwws,42,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler divulge his characters in a way that intrigues and even fascinates us , and he never subdue the situation to simple melodrama . ",1,1,0,1,1,2,0.0833,0.9012
distilbert,pwws,42,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the treat that produced such a script , but here 's guessing that spray cheese and underarm noises bring a crucial role . ",0,0,1,1,1,2,0.0714,0.9488
distilbert,pwws,42,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a bland sleight of hand . ",1,1,0,1,1,1,0.0435,0.9945
distilbert,pwws,42,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the solid , the movie want wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,2,0.0952,0.823
distilbert,pwws,42,why make a documentary about these marginal historical figures ? ,why stimulate a documental about these marginal historical figures ? ,0,0,1,1,1,2,0.2,0.7849
distilbert,pwws,123,it 's a charming and often affecting journey . ,it 's a tempt and often sham journey . ,1,1,0,1,1,2,0.2222,0.4791
distilbert,pwws,123,unflinchingly bleak and desperate ,unflinchingly bleak and heroic ,0,0,1,1,1,1,0.25,0.6684
distilbert,pwws,123,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,allows us to hope that nolan is self-collected to embark a major career as a commercial however inventive filmmaker . ,1,1,0,1,1,2,0.1,0.9265
distilbert,pwws,123,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all dumbfounding given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.7818
distilbert,pwws,123,"it 's slow -- very , very slow . ","it 's behind -- very , very easy . ",0,0,1,1,1,2,0.2222,0.423
distilbert,pwws,123,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with humor and a few fanciful touches , the film is a refreshingly severe wait at young women . ",1,1,0,1,1,2,0.0952,0.8613
distilbert,pwws,123,a sometimes tedious film . ,a sometimes windy flick . ,0,0,0,1,0,2,0.4,0.4086
distilbert,pwws,123,or doing last year 's taxes with your ex-wife . ,or doing utmost year 's task with your ex-wife . ,0,0,1,1,1,2,0.2,0.763
distilbert,pwws,123,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to apprise the film 's easygoing blend of clowning and romance . ,1,1,0,1,1,2,0.1,0.87
distilbert,pwws,123,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 minutes , most of which transcend as slowly as if i 'd been sitting naked on an igloo , rule 51 drop from kinky to jerky to perfect joker . ",0,0,1,1,1,6,0.1818,0.6912
distilbert,pwws,123,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing performances of the leads prevent the film grounded and prevent the audience riveted . ,1,1,0,1,1,2,0.125,0.832
distilbert,pwws,123,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it bring a strange kind of laziness to ravage the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,2,0.0667,0.9452
distilbert,pwws,123,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the film support from a want of mood ( something needed to balance out the violence ) ... ,0,0,1,1,1,3,0.1579,0.7435
distilbert,pwws,123,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we root for ( clara and paul ) , even similar them , though perhaps it 's an emotion closer to pity . ",1,1,0,1,1,1,0.0435,0.9659
distilbert,pwws,123,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not notice what they 're seeking with trouble every day ; the movie want both thrills and humor . ,0,0,1,1,1,2,0.08,0.9229
distilbert,pwws,123,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgeous , ebullient melodic from Bharat that delicately immingle medicine , terpsichore , call , and eminent play . ",1,1,1,1,0,10,0.5,0.6446
distilbert,pwws,123,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are crude and will strickle a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,2,0.1111,0.8866
distilbert,pwws,123,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that overstate her outrageous charm , and in this literate french comedy , she 's as morning-glory excessive as she was in amélie . ",1,1,0,1,1,2,0.0625,0.9551
distilbert,pwws,123,... the movie is just a plain old monster . ,... the movie is just a plain erstwhile monster . ,0,0,1,1,1,1,0.1,0.8772
distilbert,pwws,123,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its honest moments , resembles a forged richly school production of grease , without benefit of song . ",0,0,1,1,1,3,0.1579,0.8553
distilbert,pwws,123,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an odd tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9956
distilbert,pwws,123,the iditarod lasts for days - this just felt like it did . ,the iditarod live for days - this just felt like it did . ,0,0,1,1,1,1,0.0769,0.881
distilbert,pwws,123,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a toothsome and connive thriller meet with surprisal , scan my mouth is an archetype . ",1,1,0,1,1,7,0.4375,0.641
distilbert,pwws,123,seldom has a movie so closely matched the spirit of a man and his work . ,seldom has a movie so closely pit the spirit of a man and his work . ,1,1,0,1,1,1,0.0625,0.9626
distilbert,pwws,123,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly unsettled what 's going to make people laugh , move the gamut from moth-eaten parody to raunchy sex gags to formula romantic comedy . ",0,0,1,1,1,3,0.1111,0.9633
distilbert,pwws,123,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the accomplish exchange between past and nowadays , but the real relate is too slight to mainstay the excited connectedness that spirit to sweep a 125-year watershed . ",0,0,1,1,1,12,0.4286,0.5494
